IPO Date,Symbol,Company Name,IPO Price,Current,Return,Market Cap,Shares Offered,Deal Size,Open Price,Return (Open),Exchange,Sector,Industry,Country,Employees,Founded,Volume,Rating,Div. ($),Div. Yield,Div. Growth,Revenue,Rev. Growth,Rev. Growth (Q),Gross Profit,GP Growth,Net Income,NetInc Growth,EBITDA,Investing CF,Financing CF,Profit Margin,Tax / Revenue,Equity,Working Capital
2020-12-10,ABNB,"Airbnb, Inc.",68.00,163.01,139.72%,105333205672,51551723,3505517164,146.00,11.65%,NASDAQ,Consumer Discretionary,Travel Services,United States,6907,2008,2394723,Hold,,,,9917000000,18.07%,16.61%,8214000000,19.04%,4792000000,153.14%,2229000000,-1042000000,-2430000000,48.32%,-27.13%,8165000000,6559000000
2020-12-10,CTAQ,Carney Technology Acquisition Corp. II,10.00,10.18,1.80%,521343260,35000000,350000000,,,NASDAQ,Financials,Shell Companies,United States,,,344122,,,,,,,,,,9200985,27.16%,9767696,224999,620114,,,-15692293,-771306
2020-12-10,HYFM,"Hydrofarm Holdings Group, Inc.",20.00,0.85,-95.77%,38742316,8666667,173333340,46.00,-98.16%,NASDAQ,Industrials,Farm & Heavy Construction Machinery,United States,369,1977,213497,Hold,,,,226581000,-34.23%,-23.23%,37612000,28.21%,-64813000,,-7567000,-4170000,6065000,-28.60%,-0.09%,290610000,90414000
2020-12-10,PCPC,Periphas Capital Partnering Corporation,25.00,25.09,0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,RMGB,RMG Acquisition Corp. II,10.00,8.85,-11.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,DASH,"DoorDash, Inc.",102.00,128.11,25.60%,51756951928,33000000,3366000000,182.00,-29.61%,NYSE,Communication Services,Internet Content & Information,United States,19300,2013,5899656,Buy,,,,8635000000,31.17%,26.68%,4046000000,35.09%,-558000000,,-62000000,-342000000,-752000000,-6.46%,0.36%,6806000000,2187000000
2020-12-09,AI,"C3.ai, Inc.",42.00,22.16,-47.24%,2627045840,15500000,651000000,100.00,-77.84%,NYSE,Technology,Software - Application,United States,914,2009,3004134,Hold,,,,296402000,11.14%,17.60%,174451000,-7.16%,-271725000,,-256544000,-149039000,9109000,-91.67%,0.36%,897995000,816848000
2020-12-09,PUBM,"PubMatic, Inc.",20.00,22.81,14.05%,1146596908,5900000,118000000,25.12,-9.20%,NASDAQ,Technology,Software - Application,United States,948,2006,333863,Buy,,,,267014000,4.15%,13.87%,167785000,-4.05%,8881000,-69.06%,61420000,-39018000,-55976000,3.33%,0.61%,296199000,182362000
2020-12-09,ALTU,Altitude Acquisition Corp.,10.00,10.12,1.20%,85771656,25000000,250000000,,,NASDAQ,Financials,Shell Companies,United States,,,68972,,,,,,,,,,-723282,,-685102,283748735,135000,,,-19780466,-1940049
2020-12-09,FLAC,Frazier Lifesciences Acquisition Corp.,10.00,9.87,-1.30%,,,,,,NASDAQ,,,United States,,2020,13488,,,,,,,,,,,,,,,,,,
2020-12-09,NEBC,Nebula Caravel Acquisition Corp.,10.00,10.99,9.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,HMCO,HumanCo Acquisition Corp.,10.00,10.06,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,MUDS,Mudrick Capital Acquisition Corp. II,10.00,10.16,1.60%,401636992,27500000,275000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,,,,,,,,,,,,118697833,,118703869,,1497626,,,-27382272,-6526700
2020-12-08,DDMX,DD3 Acquisition Corp. II,10.00,9.42,-5.80%,,,,,,,,,Mexico,,2020,,,,,,,,,,,,,,,,,,,
2020-12-08,RAAC,Revolution Acceleration Acquisition Corp.,10.00,9.30,-7.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,CND,Concord Acquisition Corp,10.00,10.16,1.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,YQ,17 Education & Technology Group Inc.,10.50,2.75,-72.62%,117751249,27400000,287700000,210.00,-98.63%,NASDAQ,Consumer Staples,Education & Training Services,China,480,2012,13950,,,,,24113117,-67.81%,19.69%,11137132,-75.16%,-43974894,,-38472600,-22237694,-7087341,-182.37%,,68209845,62118460
2020-12-04,SEER,"Seer, Inc.",19.00,1.75,-90.79%,113353062,9210527,175000013,48.00,-96.35%,NASDAQ,Healthcare,Biotechnology,United States,147,2017,245377,Hold,,,,16661000,7.54%,-3.63%,8506000,19.92%,-86277000,,-80488000,37904000,452000,-517.84%,,396904000,317291000
2020-12-04,SGTX,"Sigilon Therapeutics, Inc.",18.00,22.47,24.83%,56217692,7000000,126000000,22.00,2.14%,NASDAQ,Healthcare,Biotechnology,United States,62,2015,83681,Buy,,,,17654000,76.81%,104.65%,17654000,76.81%,-30240000,,-23052000,38426000,-20665000,-171.29%,,27447000,19621000
2020-12-04,FTCV,FinTech Acquisition Corp. V,10.00,10.06,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,SBTX,"Silverback Therapeutics, Inc.",21.00,5.87,-72.05%,,,,,,NASDAQ,Healthcare,Biotechnology,United States,90,2016,116690,,,,,,,,,,,,,,,,,,
2020-12-04,PTIC,Proptech Investment Corporation II,10.00,6.48,-35.20%,,,,,,NASDAQ,Financial Services,Shell Companies,United States,,,28414,,,,,,,,,,,,,,,,,,
2020-12-03,DCBO,Docebo Inc.,52.21,44.00,-15.72%,1335061200,2400000,125304000,51.01,-13.74%,NASDAQ,Technology,Software - Application,Canada,880,2016,38744,Buy,,,,180839000,26.54%,26.50%,146341000,27.55%,2840000,-59.53%,-750000,-9522000,-151003000,1.57%,1.11%,50721000,26501000
2020-12-03,FPAC,Far Peak Acquisition Corporation,10.00,10.21,2.10%,712147520,55000000,550000000,,,NYSE,Financials,Shell Companies,United States,3,2020,9508272,,,,,,,,,,71269962,,71269962,,299999,,,-11574659,-11674659
2020-12-03,KNTE,Kinnate Biopharma Inc.,20.00,2.65,-86.75%,125147045,12000000,240000000,40.00,-93.37%,NASDAQ,Healthcare,Biotechnology,United States,84,2018,2121570,Buy,,,,,,,,,-112649000,,-111850000,109869000,-7808000,,,159327000,146182000
2020-12-03,LOKB,Live Oak Acquisition Corp II,10.00,13.38,33.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,HTPA,Highland Transcend Partners I Corp.,10.00,10.05,0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,SPFR,Jaws Spitfire Acquisition Corporation,10.00,8.44,-15.60%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-12-02,CAP,Capitol Investment Corp. V,10.00,7.95,-20.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,TACA,Trepont Acquisition Corp. I,10.00,10.10,1.00%,,,,,,,,,United States,,2020,,,,,,,,,,,,,,,,,,,
2020-12-02,RSVA,Rodgers Silicon Valley Acquisition Corp,10.00,20.36,103.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,SGAM,Seaport Global Acquisition Corp.,10.00,9.62,-3.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,SPRQ,Spartan Acquisition Corp. II,10.00,9.46,-5.40%,407962496,30000000,300000000,,,,Financials,Shell Companies,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,FRX,Forest Road Acquisition Corp.,10.00,12.00,20.00%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-11-24,OZON,Ozon Holdings PLC,30.00,,,2422347008,33000000,990000000,,,,Consumer Discretionary,Internet Retail,Cyprus,49889,1998,,,,,,,,,,,,,,,,,,,
2020-11-24,VMAR,Vision Marine Technologies Inc.,10.00,0.56,-94.37%,6561652,2400000,24000000,11.03,-94.90%,NASDAQ,Consumer Discretionary,Recreational Vehicles,Canada,46,,233387,Strong Buy,,,,3804111,-32.62%,-12.34%,1494058,-23.60%,-10941841,,-14812825,-420115,10551031,-287.63%,-7.14%,4689021,3863786
2020-11-24,SV,Spring Valley Acquisition Corp.,10.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,HFEN,"HF Enterprises, Inc.",7.00,6.15,-12.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,VCVC,10X Capital Venture Acquisition Corp,10.00,9.85,-1.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,TINV,Tiga Acquisition Corp.,10.00,36.50,265.00%,,,,,,NYSE,,,Singapore,,2020,130721,,,,,,,,,,,,,,,,,,
2020-11-24,GNPK,Genesis Park Acquisition Corp.,10.00,10.50,5.00%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-11-23,BREZ,Breeze Holdings Acquisition Corp.,10.00,11.50,15.00%,49441720,10000000,100000000,,,NASDAQ,Financials,Shell Companies,United States,4,,2298,,,,,,,,,,566173,-89.70%,569971,106749018,-103388563,,,-7412983,-6453252
2020-11-20,SHC,Sotera Health Company,23.00,11.32,-50.78%,3201658240,46600000,1071800000,27.00,-58.07%,NASDAQ,Healthcare,Diagnostics & Research,United States,3000,,717463,Buy,,,,1049288000,4.54%,23.31%,577158000,3.62%,51376000,,406830000,-214906000,265959000,4.90%,5.21%,443734000,326590000
2020-11-20,MRVI,"Maravai LifeSciences Holdings, Inc.",27.00,7.58,-71.93%,1002879480,60000000,1620000000,31.95,-76.28%,NASDAQ,Healthcare,Biotechnology,United States,650,,1362055,Buy,,,,288945000,-67.28%,-63.78%,140202000,-80.37%,-119029000,,731755000,-122310000,-61090000,-41.19%,261.68%,416753000,612444000
2020-11-20,ARBG,Aequi Acquisition Corp.,10.00,,,95631768,20000000,200000000,,,,Financials,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-11-20,KWAC,Kingswood Acquisition Corp.,10.00,13.30,33.00%,46191564,10000000,100000000,,,OTCMKTS,Financials,Shell Companies,NY,2,,,,,,,,,,-7762455,,-2528836,,-6171620,9561046,-111898606,,,-4330321,-5557211
2020-11-20,CAS,Cascade Acquisition Corp,10.00,10.09,0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,OCA,Omnichannel Acquisition Corp.,10.00,10.00,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-11-20,LSAQ,LifeSci Acquisition II Corp.,10.00,9.01,-9.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,NGMS,NeoGames S.A.,17.00,29.45,73.24%,990459455,4807522,81727874,21.15,39.24%,NASDAQ,Consumer Discretionary,Gambling,Israel,1117,2005,211866,Hold,,,,191538000,15.59%,-31.00%,95041000,39.52%,-18277000,,41821000,-44002000,-28075000,-9.54%,2.17%,135472000,9665000
2020-11-19,OLMA,"Olema Pharmaceuticals, Inc.",19.00,9.83,-48.26%,549641501,11000000,209000000,45.00,-78.16%,NASDAQ,Healthcare,Biotechnology,United States,74,,1281746,Strong Buy,,,,,,,,,-96655000,,-94981000,-4851000,133415000,,,253895000,244892000
2020-11-19,YSG,Yatsen Holding Limited,10.50,4.47,-57.43%,481445570,58750000,616875000,87.55,-94.89%,NYSE,Consumer Staples,Household & Personal Products,China,1837,,409677,,,,,481632440,-7.86%,6.68%,346894358,-0.22%,-105467278,,,,,-21.90%,-0.09%,570727792,323009855
2020-11-19,TLS,Telos Corporation,17.00,3.52,-79.29%,258044864,14968859,254470603,21.90,-83.93%,NASDAQ,Technology,Software - Infrastructure,United States,619,1969,231308,Buy,,,,145378000,-32.97%,-13.27%,52942000,-33.02%,-34422000,,-24171000,-15478000,-6151000,-23.68%,0.02%,159003000,100793000
2020-11-19,JYAC,Jiya Acquisition Corp.,10.00,10.04,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,IIAC,Investindustrial Acquisition Corp.,10.00,10.14,1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
